CELL_ID,IS_SHADED,TABLE_CELL_COMBINATION_ID,TABLE_ID,SYSTEM_DATA_CODE,NAME
2739995_REF,,155670_REF,FINREP_REF_F_03_00_REF_FINREP 2_8,,2739995_REF
2739996_REF,,155818_REF,FINREP_REF_F_03_00_REF_FINREP 2_8,,2739996_REF
2739997_REF,,155815_REF,FINREP_REF_F_03_00_REF_FINREP 2_8,,2739997_REF
2739998_REF,,155807_REF,FINREP_REF_F_03_00_REF_FINREP 2_8,,2739998_REF
2739999_REF,,152887_REF,FINREP_REF_F_03_00_REF_FINREP 2_8,,2739999_REF
2740000_REF,,152978_REF,FINREP_REF_F_03_00_REF_FINREP 2_8,,2740000_REF
2740001_REF,,152969_REF,FINREP_REF_F_03_00_REF_FINREP 2_8,,2740001_REF
2740002_REF,,150750_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740002_REF
2740003_REF,,150549_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740003_REF
2740004_REF,,150585_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740004_REF
2740005_REF,,150567_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740005_REF
2740006_REF,,150630_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740006_REF
2740007_REF,,150612_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740007_REF
2740008_REF,,150759_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740008_REF
2740009_REF,,150552_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740009_REF
2740010_REF,,150588_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740010_REF
2740011_REF,,150570_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740011_REF
2740012_REF,,150633_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740012_REF
2740013_REF,,150615_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740013_REF
2740014_REF,,150603_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740014_REF
2740015_REF,,150914_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740015_REF
2740016_REF,,,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740016_REF
2740017_REF,,150726_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740017_REF
2740018_REF,,150729_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740018_REF
2740019_REF,,150741_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740019_REF
2740020_REF,,150732_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740020_REF
2740021_REF,,150738_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740021_REF
2740022_REF,,150735_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740022_REF
2740023_REF,,150723_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740023_REF
2740024_REF,,408813_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740024_REF
2740025_REF,,408810_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740025_REF
2740026_REF,,150753_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740026_REF
2740027_REF,,150756_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740027_REF
2740028_REF,,150720_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740028_REF
2740029_REF,,150748_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740029_REF
2740030_REF,,150547_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740030_REF
2740031_REF,,150583_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740031_REF
2740032_REF,,150565_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740032_REF
2740033_REF,,150628_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740033_REF
2740034_REF,,150610_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740034_REF
2740035_REF,,150757_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740035_REF
2740036_REF,,150550_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740036_REF
2740037_REF,,150586_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740037_REF
2740038_REF,,150568_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740038_REF
2740039_REF,,150631_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740039_REF
2740040_REF,,150613_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740040_REF
2740041_REF,,150601_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740041_REF
2740042_REF,,150912_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740042_REF
2740043_REF,,,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740043_REF
2740044_REF,,150724_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740044_REF
2740045_REF,,150727_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740045_REF
2740046_REF,,150739_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740046_REF
2740047_REF,,150730_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740047_REF
2740048_REF,,150736_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740048_REF
2740049_REF,,150733_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740049_REF
2740050_REF,,150721_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740050_REF
2740051_REF,,408811_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740051_REF
2740052_REF,,408808_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740052_REF
2740053_REF,,150751_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740053_REF
2740054_REF,,150754_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740054_REF
2740055_REF,,150718_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740055_REF
2740056_REF,,150749_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740056_REF
2740057_REF,,150548_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740057_REF
2740058_REF,,150584_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740058_REF
2740059_REF,,150566_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740059_REF
2740060_REF,,150629_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740060_REF
2740061_REF,,150611_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740061_REF
2740062_REF,,150758_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740062_REF
2740063_REF,,150551_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740063_REF
2740064_REF,,150587_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740064_REF
2740065_REF,,150569_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740065_REF
2740066_REF,,150632_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740066_REF
2740067_REF,,150614_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740067_REF
2740068_REF,,150602_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740068_REF
2740069_REF,,150913_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740069_REF
2740070_REF,,,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740070_REF
2740071_REF,,150725_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740071_REF
2740072_REF,,150728_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740072_REF
2740073_REF,,150740_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740073_REF
2740074_REF,,150731_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740074_REF
2740075_REF,,150737_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740075_REF
2740076_REF,,150734_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740076_REF
2740077_REF,,150722_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740077_REF
2740078_REF,,408812_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740078_REF
2740079_REF,,408809_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740079_REF
2740080_REF,,150752_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740080_REF
2740081_REF,,150755_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740081_REF
2740082_REF,,150719_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740082_REF
2740083_REF,,150792_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740083_REF
2740084_REF,,150555_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740084_REF
2740085_REF,,150591_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740085_REF
2740086_REF,,150573_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740086_REF
2740087_REF,,150636_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740087_REF
2740088_REF,,150618_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740088_REF
2740089_REF,,150801_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740089_REF
2740090_REF,,150558_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740090_REF
2740091_REF,,150594_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740091_REF
2740092_REF,,150576_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740092_REF
2740093_REF,,150639_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740093_REF
2740094_REF,,150621_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740094_REF
2740095_REF,,150606_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740095_REF
2740096_REF,,150917_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740096_REF
2740097_REF,,,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740097_REF
2740098_REF,,150768_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740098_REF
2740099_REF,,150771_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740099_REF
2740100_REF,,150783_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740100_REF
2740101_REF,,150774_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740101_REF
2740102_REF,,150780_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740102_REF
2740103_REF,,150777_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740103_REF
2740104_REF,,150765_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740104_REF
2740105_REF,,408819_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740105_REF
2740106_REF,,408816_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740106_REF
2740107_REF,,150795_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740107_REF
2740108_REF,,150798_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740108_REF
2740109_REF,,150762_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740109_REF
2740110_REF,,150790_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740110_REF
2740111_REF,,150553_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740111_REF
2740112_REF,,150589_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740112_REF
2740113_REF,,150571_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740113_REF
2740114_REF,,150634_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740114_REF
2740115_REF,,150616_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740115_REF
2740116_REF,,150799_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740116_REF
2740117_REF,,150556_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740117_REF
2740118_REF,,150592_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740118_REF
2740119_REF,,150574_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740119_REF
2740120_REF,,150637_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740120_REF
2740121_REF,,150619_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740121_REF
2740122_REF,,150604_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740122_REF
2740123_REF,,150915_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740123_REF
2740124_REF,,,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740124_REF
2740125_REF,,150766_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740125_REF
2740126_REF,,150769_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740126_REF
2740127_REF,,150781_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740127_REF
2740128_REF,,150772_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740128_REF
2740129_REF,,150778_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740129_REF
2740130_REF,,150775_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740130_REF
2740131_REF,,150763_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740131_REF
2740132_REF,,408817_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740132_REF
2740133_REF,,408814_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740133_REF
2740134_REF,,150793_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740134_REF
2740135_REF,,150796_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740135_REF
2740136_REF,,150760_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740136_REF
2740137_REF,,150791_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740137_REF
2740138_REF,,150554_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740138_REF
2740139_REF,,150590_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740139_REF
2740140_REF,,150572_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740140_REF
2740141_REF,,150635_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740141_REF
2740142_REF,,150617_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740142_REF
2740143_REF,,150800_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740143_REF
2740144_REF,,150557_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740144_REF
2740145_REF,,150593_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740145_REF
2740146_REF,,150575_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740146_REF
2740147_REF,,150638_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740147_REF
2740148_REF,,150620_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740148_REF
2740149_REF,,150605_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740149_REF
2740150_REF,,150916_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740150_REF
2740151_REF,,,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740151_REF
2740152_REF,,150767_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740152_REF
2740153_REF,,150770_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740153_REF
2740154_REF,,150782_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740154_REF
2740155_REF,,150773_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740155_REF
2740156_REF,,150779_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740156_REF
2740157_REF,,150776_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740157_REF
2740158_REF,,150764_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740158_REF
2740159_REF,,408818_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740159_REF
2740160_REF,,408815_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740160_REF
2740161_REF,,150794_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740161_REF
2740162_REF,,150797_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740162_REF
2740163_REF,,150761_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740163_REF
2740164_REF,,150834_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740164_REF
2740165_REF,,150561_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740165_REF
2740166_REF,,150597_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740166_REF
2740167_REF,,150579_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740167_REF
2740168_REF,,150642_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740168_REF
2740169_REF,,150624_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740169_REF
2740170_REF,,150843_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740170_REF
2740171_REF,,150564_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740171_REF
2740172_REF,,150600_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740172_REF
2740173_REF,,150582_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740173_REF
2740174_REF,,150645_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740174_REF
2740175_REF,,150627_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740175_REF
2740176_REF,,150609_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740176_REF
2740177_REF,,150920_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740177_REF
2740178_REF,,,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740178_REF
2740179_REF,,150810_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740179_REF
2740180_REF,,150813_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740180_REF
2740181_REF,,150825_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740181_REF
2740182_REF,,150816_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740182_REF
2740183_REF,,150822_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740183_REF
2740184_REF,,150819_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740184_REF
2740185_REF,,150807_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740185_REF
2740186_REF,,408825_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740186_REF
2740187_REF,,408822_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740187_REF
2740188_REF,,150837_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740188_REF
2740189_REF,,150840_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740189_REF
2740190_REF,,150804_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740190_REF
2740191_REF,,150832_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740191_REF
2740192_REF,,150559_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740192_REF
2740193_REF,,150595_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740193_REF
2740194_REF,,150577_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740194_REF
2740195_REF,,150640_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740195_REF
2740196_REF,,150622_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740196_REF
2740197_REF,,150841_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740197_REF
2740198_REF,,150562_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740198_REF
2740199_REF,,150598_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740199_REF
2740200_REF,,150580_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740200_REF
2740201_REF,,150643_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740201_REF
2740202_REF,,150625_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740202_REF
2740203_REF,,150607_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740203_REF
2740204_REF,,150918_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740204_REF
2740205_REF,,,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740205_REF
2740206_REF,,150808_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740206_REF
2740207_REF,,150811_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740207_REF
2740208_REF,,150823_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740208_REF
2740209_REF,,150814_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740209_REF
2740210_REF,,150820_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740210_REF
2740211_REF,,150817_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740211_REF
2740212_REF,,150805_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740212_REF
2740213_REF,,408823_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740213_REF
2740214_REF,,408820_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740214_REF
2740215_REF,,150835_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740215_REF
2740216_REF,,150838_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740216_REF
2740217_REF,,150802_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740217_REF
2740218_REF,,150833_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740218_REF
2740219_REF,,150560_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740219_REF
2740220_REF,,150596_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740220_REF
2740221_REF,,150578_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740221_REF
2740222_REF,,150641_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740222_REF
2740223_REF,,150623_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740223_REF
2740224_REF,,150842_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740224_REF
2740225_REF,,150563_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740225_REF
2740226_REF,,150599_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740226_REF
2740227_REF,,150581_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740227_REF
2740228_REF,,150644_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740228_REF
2740229_REF,,150626_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740229_REF
2740230_REF,,150608_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740230_REF
2740231_REF,,150919_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740231_REF
2740232_REF,,,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740232_REF
2740233_REF,,150809_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740233_REF
2740234_REF,,150812_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740234_REF
2740235_REF,,150824_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740235_REF
2740236_REF,,150815_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740236_REF
2740237_REF,,150821_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740237_REF
2740238_REF,,150818_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740238_REF
2740239_REF,,150806_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740239_REF
2740240_REF,,408824_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740240_REF
2740241_REF,,408821_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740241_REF
2740242_REF,,150836_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740242_REF
2740243_REF,,150839_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740243_REF
2740244_REF,,150803_REF,FINREP_REF_F_07_01_REF_FINREP 2_8,,2740244_REF
2740245_REF,,155436_REF,FINREP_REF_F_07_02_REF_FINREP 2_8,,2740245_REF
2740246_REF,,155370_REF,FINREP_REF_F_07_02_REF_FINREP 2_8,,2740246_REF
2740247_REF,,155394_REF,FINREP_REF_F_07_02_REF_FINREP 2_8,,2740247_REF
2740248_REF,,155382_REF,FINREP_REF_F_07_02_REF_FINREP 2_8,,2740248_REF
2740249_REF,,155424_REF,FINREP_REF_F_07_02_REF_FINREP 2_8,,2740249_REF
2740250_REF,,155412_REF,FINREP_REF_F_07_02_REF_FINREP 2_8,,2740250_REF
2740251_REF,,155439_REF,FINREP_REF_F_07_02_REF_FINREP 2_8,,2740251_REF
2740252_REF,,155373_REF,FINREP_REF_F_07_02_REF_FINREP 2_8,,2740252_REF
2740253_REF,,155397_REF,FINREP_REF_F_07_02_REF_FINREP 2_8,,2740253_REF
2740254_REF,,155385_REF,FINREP_REF_F_07_02_REF_FINREP 2_8,,2740254_REF
2740255_REF,,155427_REF,FINREP_REF_F_07_02_REF_FINREP 2_8,,2740255_REF
2740256_REF,,155415_REF,FINREP_REF_F_07_02_REF_FINREP 2_8,,2740256_REF
2740257_REF,,155403_REF,FINREP_REF_F_07_02_REF_FINREP 2_8,,2740257_REF
2740258_REF,,150911_REF,FINREP_REF_F_07_02_REF_FINREP 2_8,,2740258_REF
2740259_REF,,,FINREP_REF_F_07_02_REF_FINREP 2_8,,2740259_REF
2740260_REF,,150690_REF,FINREP_REF_F_07_02_REF_FINREP 2_8,,2740260_REF
2740261_REF,,150693_REF,FINREP_REF_F_07_02_REF_FINREP 2_8,,2740261_REF
2740262_REF,,150705_REF,FINREP_REF_F_07_02_REF_FINREP 2_8,,2740262_REF
2740263_REF,,150696_REF,FINREP_REF_F_07_02_REF_FINREP 2_8,,2740263_REF
2740264_REF,,150702_REF,FINREP_REF_F_07_02_REF_FINREP 2_8,,2740264_REF
2740265_REF,,150699_REF,FINREP_REF_F_07_02_REF_FINREP 2_8,,2740265_REF
2740266_REF,,150687_REF,FINREP_REF_F_07_02_REF_FINREP 2_8,,2740266_REF
2740267_REF,,408807_REF,FINREP_REF_F_07_02_REF_FINREP 2_8,,2740267_REF
2740268_REF,,408804_REF,FINREP_REF_F_07_02_REF_FINREP 2_8,,2740268_REF
2740269_REF,,150714_REF,FINREP_REF_F_07_02_REF_FINREP 2_8,,2740269_REF
2740270_REF,,150717_REF,FINREP_REF_F_07_02_REF_FINREP 2_8,,2740270_REF
2740271_REF,,150684_REF,FINREP_REF_F_07_02_REF_FINREP 2_8,,2740271_REF
2740272_REF,,155434_REF,FINREP_REF_F_07_02_REF_FINREP 2_8,,2740272_REF
2740273_REF,,155368_REF,FINREP_REF_F_07_02_REF_FINREP 2_8,,2740273_REF
2740274_REF,,155392_REF,FINREP_REF_F_07_02_REF_FINREP 2_8,,2740274_REF
2740275_REF,,155380_REF,FINREP_REF_F_07_02_REF_FINREP 2_8,,2740275_REF
2740276_REF,,155422_REF,FINREP_REF_F_07_02_REF_FINREP 2_8,,2740276_REF
2740277_REF,,155410_REF,FINREP_REF_F_07_02_REF_FINREP 2_8,,2740277_REF
2740278_REF,,155437_REF,FINREP_REF_F_07_02_REF_FINREP 2_8,,2740278_REF
2740279_REF,,155371_REF,FINREP_REF_F_07_02_REF_FINREP 2_8,,2740279_REF
2740280_REF,,155395_REF,FINREP_REF_F_07_02_REF_FINREP 2_8,,2740280_REF
2740281_REF,,155383_REF,FINREP_REF_F_07_02_REF_FINREP 2_8,,2740281_REF
2740282_REF,,155425_REF,FINREP_REF_F_07_02_REF_FINREP 2_8,,2740282_REF
2740283_REF,,155413_REF,FINREP_REF_F_07_02_REF_FINREP 2_8,,2740283_REF
2740284_REF,,155401_REF,FINREP_REF_F_07_02_REF_FINREP 2_8,,2740284_REF
2740285_REF,,150909_REF,FINREP_REF_F_07_02_REF_FINREP 2_8,,2740285_REF
